ADDRESS_LA,X,Y
3920 BIENVILLE AVE,3672022.901,538486.086
3923 BIENVILLE AVE,3672199.293,538739.5857
3924 BIENVILLE AVE,3671997.912,538506.9291
3932 BIENVILLE AVE,3671958.357,538534.8445
3936 BIENVILLE AVE,3671918.526,538566.6115
3941 BIENVILLE AVE,3672128.797,538796.0205
3101 CONTI ST,3674754.988,537076.2795
3200 CONTI ST,3674493.407,537128.3041
3206 CONTI ST,3674469.378,537146.3872
3210 CONTI ST,3674445.467,537164.522
3212 CONTI ST,3674421.575,537182.6322
2804 CONTI ST,3675482.196,536372.6006
2808 CONTI ST,3675477.798,536409.2902
2814 CONTI ST,3675431.934,536410.5988
2820 CONTI ST,3675406.807,536429.546
2822 CONTI ST,3675381.626,536448.6138
2826 CONTI ST,3675356.497,536467.495
2830 CONTI ST,3675331.503,536486.5763
2831 CONTI ST,3675405.701,536582.7819
2835 CONTI ST,3675382.43,536599.0171
2836 CONTI ST,3675306.253,536505.5814
2901 CONTI ST,3675312.074,536638.5249
2907 CONTI ST,3675276.897,536666.667
2908 CONTI ST,3675198.468,536578.9224
2910 CONTI ST,3675167.572,536602.4254
2911 CONTI ST,3675255.249,536682.9026
2913 CONTI ST,3675242.26,536693.1852
2917 CONTI ST,3675210.33,536718.6223
2918 CONTI ST,3675135.881,536626.5674
2922 CONTI ST,3675114.374,536642.5193
2927 CONTI ST,3675200.45,536842.9503
2928 CONTI ST,3675094.041,536658.0134
2932 CONTI ST,3675073.382,536673.6819
2936 CONTI ST,3675040.381,536698.505
3001 CONTI ST,3675011.241,536879.9884
3002 CONTI ST,3674965.484,536761.7484
3004 CONTI ST,3674940.492,536780.8322
3008 CONTI ST,3674915.241,536799.8373
3015 CONTI ST,3674956.37,536925.8082
3017 CONTI ST,3674948.45,536939.3842
3020 CONTI ST,3674839.866,536856.8044
3023 CONTI ST,3674909.794,536965.0326
3026 CONTI ST,3674814.785,536875.8165
3027 CONTI ST,3674891.883,536978.4167
3028 CONTI ST,3674796.467,536903.8356
3032 CONTI ST,3674771.235,536922.8169
3035 CONTI ST,3674873.168,536991.5282
3039 CONTI ST,3674846.628,537006.7
3029 IBERVILLE ST,3674470.371,536421.0741
3033 IBERVILLE ST,3674445.295,536440.1062
3037 IBERVILLE ST,3674420.045,536458.9776
3107 IBERVILLE ST,3674309.052,536524.0594
3108 IBERVILLE ST,3674210.891,536409.9422
3114 IBERVILLE ST,3674190.705,536424.7482
3116 IBERVILLE ST,3674171.292,536439.1297
3117 IBERVILLE ST,3674284.249,536560.5895
3119 IBERVILLE ST,3674250.944,536585.8244
3121 IBERVILLE ST,3674230.575,536601.0647
3200 IBERVILLE ST,3674080.807,536566.0127
3201 IBERVILLE ST,3674140.13,536668.1221
3204 IBERVILLE ST,3674062.686,536580.384
3208 IBERVILLE ST,3674039.566,536600.3811
3219 IBERVILLE ST,3674051.242,536735.3451
2120 IBERVILLE ST,3677360.152,534076.7366
2721 IBERVILLE ST,3675454.004,535637.9818
2725 IBERVILLE ST,3675459.686,535698.3209
2729 IBERVILLE ST,3675436.155,535716.1198
2732 IBERVILLE ST,3675318.592,535621.8717
2735 IBERVILLE ST,3675411.474,535735.1072
2736 IBERVILLE ST,3675294.203,535640.7533
2737 IBERVILLE ST,3675387.952,535752.7064
2740 IBERVILLE ST,3675272.961,535647.8338
2741 IBERVILLE ST,3675349.89,535750.4271
2743 IBERVILLE ST,3675375.741,535812.0587
2745 IBERVILLE ST,3675323.519,535770.5628
2749 IBERVILLE ST,3675280.342,535757.927
2753 IBERVILLE ST,3675281.71,535814.6162
2757 IBERVILLE ST,3675257.806,535832.8949
2763 IBERVILLE ST,3675233.841,535850.8058
3001 IBERVILLE ST,3674613.117,536297.1451
3005 IBERVILLE ST,3674589.464,536317.9768
3009 IBERVILLE ST,3674570.747,536345.0875
3017 IBERVILLE ST,3674545.638,536363.9581
3023 IBERVILLE ST,3674520.631,536383.0722
3027 IBERVILLE ST,3674495.399,536402.053
3220 IBERVILLE ST,3673962.706,536661.6182
3221 IBERVILLE ST,3674024.263,536755.9529
3225 IBERVILLE ST,3673991.39,536780.7063
3229 IBERVILLE ST,3673954.563,536808.3896
3232 IBERVILLE ST,3673873.348,536714.7333
3234 IBERVILLE ST,3673853.351,536730.9808
3237 IBERVILLE ST,3673923.717,536832.2609
3300 IBERVILLE ST,3673742.975,536804.8611
3307 IBERVILLE ST,3673800.349,536876.56
3313 IBERVILLE ST,3673760.486,536904.388
3315 IBERVILLE ST,3673736.527,536926.9573
3319 IBERVILLE ST,3673712.222,536942.2353
3320 IBERVILLE ST,3673697.899,536841.2217
3324 IBERVILLE ST,3673645.727,536829.1753
3325 IBERVILLE ST,3673681.319,536970.7072
3328 IBERVILLE ST,3673619.575,536848.5052
3417 IBERVILLE ST,3673317.01,537322.123
3422 IBERVILLE ST,3673182.863,537201.7595
3428 IBERVILLE ST,3673117.204,537251.5281
3501 IBERVILLE ST,3673137.285,537429.9861
3505 IBERVILLE ST,3673108.948,537451.8734
3509 IBERVILLE ST,3673079.477,537473.8283
3515 IBERVILLE ST,3673045.871,537499.5226
3520 IBERVILLE ST,3672961.327,537403.6779
3521 IBERVILLE ST,3673012.003,537525.2623
3522 IBERVILLE ST,3672924.445,537429.2344
3524 IBERVILLE ST,3672909.343,537441.1418
3525 IBERVILLE ST,3672979.397,537550.0113
3528 IBERVILLE ST,3672891.917,537451.3066
3529 IBERVILLE ST,3672943.995,537576.6226
3536 IBERVILLE ST,3672872.46,537466.4083
3605 IBERVILLE ST,3672851.298,537648.2796
3609 IBERVILLE ST,3672828.313,537668.7836
3613 IBERVILLE ST,3672798.093,537669.9438
3617 IBERVILLE ST,3672786.11,537717.0972
3623 IBERVILLE ST,3672759.632,537729.9785
3625 IBERVILLE ST,3672722.848,537733.8594
3635 IBERVILLE ST,3672671.465,537774.8197
3701 IBERVILLE ST,3672595.604,537800.5509
3705 IBERVILLE ST,3672588.538,537840.0333
3711 IBERVILLE ST,3672570.016,537872.3843
3715 IBERVILLE ST,3672548.956,537888.1295
3719 IBERVILLE ST,3672517.19,537906.0281
3722 IBERVILLE ST,3672420.341,537776.0743
3727 IBERVILLE ST,3672468.499,537946.7042
3731 IBERVILLE ST,3672437.868,537971.0542
3737 IBERVILLE ST,3672402.188,537970.964
3801 IBERVILLE ST,3672353.385,538029.672
3805 IBERVILLE ST,3672326.104,538050.6201
3809 IBERVILLE ST,3672298.217,538069.9036
3813 IBERVILLE ST,3672282.852,538104.8814
3817 IBERVILLE ST,3672265.955,538136.2351
3821 IBERVILLE ST,3672199.706,538087.9712
3909 IBERVILLE ST,3672010.47,538278.1336
3916 IBERVILLE ST,3671850.951,538204.8008
3919 IBERVILLE ST,3671973.588,538328.1483
3921 IBERVILLE ST,3671951.445,538361.5623
3929 IBERVILLE ST,3671828.073,538381.3384
4001 IBERVILLE ST,3671746.788,538481.8123
4005 IBERVILLE ST,3671713.718,538507.7587
4009 IBERVILLE ST,3671684.189,538531.6797
4017 IBERVILLE ST,3671655.407,538552.5921
4021 IBERVILLE ST,3671640.955,538584.9543
4023 IBERVILLE ST,3671598.124,538564.5016
2713 LAFITTE AVE,3676218.187,536562.6281
2717 LAFITTE AVE,3676188.341,536582.0945
2919 LAFITTE AVE,3675454.882,537059.0453
3009 LAFITTE AVE,3675253.119,537230.7743
3013 LAFITTE AVE,3675230.687,537246.4071
3017 LAFITTE AVE,3675205.172,537264.1892
3021 LAFITTE AVE,3675178.821,537276.4763
3201 LAFITTE AVE,3674796.328,537514.2793
3205 LAFITTE AVE,3674772.13,537531.0743
3209 LAFITTE AVE,3674750.398,537552.7734
3215 LAFITTE AVE,3674724.991,537569.2723
3217 LAFITTE AVE,3674699.572,537585.9787
3225 LAFITTE AVE,3674663.402,537609.4727
3301 LAFITTE AVE,3674461.754,537687.4077
2727 CANAL ST,3675191.496,535358.1985
2724 IBERVILLE ST,3675378.383,535584.8955
2735 BIENVILLE AVE,3675589.886,535981.7607
2826 SAINT LOUIS ST,3675510.694,536673.7024
2806 SAINT LOUIS ST,3675641.663,536585.4869
2827 CONTI ST,3675431.679,536563.2982
2823 CONTI ST,3675454.409,536544.8981
2819 CONTI ST,3675484.717,536521.6267
2815 CONTI ST,3675500.411,536511.3433
2811 CONTI ST,3675523.583,536493.699
2807 CONTI ST,3675549.66,536475.6245
2801 BIENVILLE AVE,3675380.008,536184.2734
2805 BIENVILLE AVE,3675354.931,536203.3375
2925 BIENVILLE AVE,3674986.207,536481.4697
3100 IBERVILLE ST,3674255.647,536377.1105
3209 IBERVILLE ST,3674098.797,536679.9646
3101 BIENVILLE AVE,3674582.291,536815.1563
3109 BIENVILLE AVE,3674528.206,536855.7808
3115 BIENVILLE AVE,3674501.198,536876.1753
3123 BIENVILLE AVE,3674447.094,536917.1221
3119 BIENVILLE AVE,3674474.129,536896.6817
3421 IBERVILLE ST,3673280.234,537322.9461
2726 TOULOUSE ST,3676161.711,536737.8558
3220 CONTI ST,3674373.614,537218.7603
3310 CONTI ST,3674169.073,537416.0926
3109 LAFITTE AVE,3674946.216,537433.8481
3906 ORLEANS AVE,3673105.502,539631.128
4001 TOULOUSE ST,3672562.298,539535.2805
3908 BIENVILLE AVE,3672123.009,538444.056
3840 IBERVILLE ST,3672037.555,538078.1697
3830 IBERVILLE ST,3672088.189,538040.194
3809 CANAL ST,3672081.281,537780.2758
3609 CANAL ST,3672595.787,537365.4328
3835 IBERVILLE ST,3672130.497,538199.4851
3829 IBERVILLE ST,3672170.613,538169.4507
2743 CANAL ST,3675108.076,535435.4954
3205 CANAL ST,3673885.176,536370.8408
3239 CANAL ST,3673686.225,536514.5139
434 S CLARK ST,3671967.29,535763.7399
301 S SCOTT ST,3671216.192,537207.4275
305 S SCOTT ST,3671197.626,537182.1081
313 N ROCHEBLAVE ST,3676643.392,535313.5209
121 N MIRO ST,3676771.196,534349.2541
221 N MIRO ST,3676983.594,534625.1426
219 N ROCHEBLAVE ST,3676471.457,535013.9239
320 N ROCHEBLAVE ST,3676800.623,535243.8877
635 N ROCHEBLAVE ST,3677364.376,536183.4388
218 N TONTI ST,3676846.662,534728.7112
636 N BROAD ST,3676604.449,536633.5815
646 N BROAD ST,3676667.198,536717.0028
105 N CLAIBORNE AVE,3678444.374,533034.3449
107 N CLAIBORNE AVE,3678441.733,533101.0315
215 N D'ORGENOIS ST,3676086.003,535273.5924
218 N SCOTT ST,3672232.028,538251.0971
137 N TELEMACHUS ST,3672460.619,537704.0452
610 N CARROLLTON AVE,3672520.254,539670.5956
219 N CORTEZ ST,3672376.433,538142.8337
538 HAGAN ST,3674398.875,538070.2293
114 N LOPEZ ST,3674054.929,536341.477
621 N RENDON ST,3674711.078,538093.2775
528 HAGAN ST,3674337.865,537975.0293
123 N D'ORGENOIS ST,3675923.509,534991.0597
2760 IBERVILLE ST,3675161.256,535746.6447
2756 IBERVILLE ST,3675176.359,535736.6332
2752 IBERVILLE ST,3675209.17,535712.216
2744 IBERVILLE ST,3675256.056,535675.4801
124 N WHITE ST,3675082.663,535662.073
120 N WHITE ST,3675065.519,535636.578
2757 CANAL ST,3675058.184,535525.8905
2759 CANAL ST,3674981.535,535506.6862
2737 CANAL ST,3675121.088,535409.4747
127 N BROAD ST,3675454.783,535389.7897
131 N BROAD ST,3675516.12,535470.9132
3239 BIENVILLE AVE,3674135.903,537105.5277
315 N SALCEDO ST,3674632.39,536881.1958
326 N LOPEZ ST,3674535.669,537029.129
324 N LOPEZ ST,3674516.972,537005.4451
318 N LOPEZ ST,3674493.295,536974.166
325 N SALCEDO ST,3674691.527,536949.6852
331 N SALCEDO ST,3674703.508,536978.5705
2621 CONTI ST,3676356.166,535854.4545
2328 SAINT LOUIS ST,3677368.347,535386.0643
2411 CONTI ST,3677069.115,535313.8466
401 N TONTI ST,3677114.917,535267.5458
413 N TONTI ST,3677171.176,535339.7356
409 N TONTI ST,3677155.742,535321.8128
2328 BIENVILLE AVE,3676930.019,534801.3505
2326 BIENVILLE AVE,3676947.72,534791.5358
2228 BIENVILLE AVE,3677178.443,534613.1955
413 N JOHNSON ST,3678000.95,534708.0665
2033 IBERVILLE ST,3677597.631,533985.8956
128 N JOHNSON ST,3677470.235,533879.9042
1812 IBERVILLE ST,3678223.462,533407.319
327 N ROMAN ST,3678415.704,534081.2748
1936 CONTI ST,3678247.442,534315.5415
3226 ORLEANS AVE,3674794.364,538432.503
315 N LOPEZ ST,3674412.811,537022.074
317 N SALCEDO ST,3674653.886,536903.5953
3028 BIENVILLE AVE,3674577.866,536616.412
3001 LAFITTE AVE,3675264.686,537175.2368
2600 BIENVILLE AVE,3676189.975,535362.4595
321 N ROCHEBLAVE ST,3676712.277,535316.3244
2406 BIENVILLE AVE,3676794.168,534919.4252
2301 CONTI ST,3677398.879,535057.4347
2326 CONTI ST,3677208.432,535118.0452
2323 IBERVILLE ST,3676817.857,534582.7276
2228 CONTI ST,3677431.873,534929.7077
341 N GALVEZ ST,3677585.677,534789.2811
2111 CONTI ST,3677896.644,534685.9845
313 N JOHNSON ST,3677793.188,534416.3041
415 N PRIEUR ST,3678308.245,534510.2491
2128 BIENVILLE AVE,3677502.292,534376.2631
501 N GALVEZ ST,3677914.465,535268.2184
2628 BIENVILLE AVE,3675995.539,535449.0214
2620 BIENVILLE AVE,3676038.971,535414.6965
2616 BIENVILLE AVE,3676064.335,535398.3854
2612 BIENVILLE AVE,3676089.451,535383.4257
4126 S CARROLLTON AVE,3669576.777,536457.6931
4238 S CARROLLTON AVE,3669849.668,536738.9553
3120 CLEVELAND AVE,3673637.765,535833.9489
214 S WHITE ST,3674567.317,534985.1034
529 S SCOTT ST,3670617.323,536361.6976
3117 PERDIDO ST,3672159.454,533798.0077
213 S BROAD ST,3674923.507,534727.544
2659 CLEVELAND AVE,3675190.153,534761.2759
3833 TULANE AVE,3670368.977,535865.6155
4050 ULLOA ST,3669690.579,536384.7647
605 N ROCHEBLAVE ST,3677211.32,535968.6357
601 N ROCHEBLAVE ST,3677193.917,535945.0453
2756 CONTI ST,3675597.43,536279.3601
3909 BIENVILLE AVE,3672232.324,538570.5932
3109 CLEVELAND AVE,3673791.221,535861.8458
3835 TULANE AVE,3670340.029,535875.8705
612 S CORTEZ ST,3670860.313,535884.9896
427 S CLARK ST,3671933.348,535843.355
3420 BANKS ST,3672216.585,535871.553
3318 PALMYRA ST,3672917.078,535847.4413
3809 ULLOA ST,3670611.597,535853.656
511 S GENOIS ST,3671481.262,535859.2314
530 S TELEMACHUS ST,3671267.243,535863.2455
616 S CORTEZ ST,3670836.196,535856.8323
3314 PALMYRA ST,3672942.169,535828.5544
534 S TELEMACHUS ST,3671246.283,535835.5151
3308 PALMYRA ST,3672966.284,535808.9079
601 S TELEMACHUS ST,3671066.367,535830.0521
620 S CORTEZ ST,3670816.94,535833.5183
422 S CLARK ST,3672029.223,535841.4751
3900 TULANE AVE,3670049.177,535735.4107
504 S GENOIS ST,3671621.387,535831.4296
219 S GAYOSO ST,3673924.191,535441.8971
3114 PALMYRA ST,3673443.727,535454.3753
446 S RENDON ST,3672727.083,535180.516
128 S WHITE ST,3674747.182,535211.4833
326 S SALCEDO ST,3673483.872,535194.8606
741 S GENOIS ST,3670884.467,535072.3137
314 S GAYOSO ST,3673830.818,535072.3887
3011 BANKS ST,3673584.267,535035.8189
527 S RENDON ST,3672452.635,535028.4871
504 S RENDON ST,3672631.732,535064.4311
728 S GENOIS ST,3671082.011,535066.0657
220 JANE PL,3674786.737,534750.9815
2819 BANKS ST,3674089.923,534680.4062
2725 PALMYRA ST,3674713.936,534679.9268
2750 PALMYRA ST,3674465.533,534681.3212
3200 GRAVIER ST,3672246.573,534146.1463
401 S BROAD ST,3674497.916,534151.8554
3103 GRAVIER ST,3672565.699,534152.879
3100 GRAVIER ST,3672500.393,534066.0156
634 S GAYOSO ST,3673046.14,534039.9219
738 S RENDON ST,3671843.397,534037.9059
625 S DUPRÉ ST,3673264.59,534031.2396
649 S GAYOSO ST,3672824.447,534028.0708
720 S LOPEZ ST,3672278.519,534041.719
3306 PALMYRA ST,3672988.958,535792.3196
519 S GENOIS ST,3671440.177,535805.566
538 S TELEMACHUS ST,3671225.903,535808.4199
603 S TELEMACHUS ST,3671047.802,535806.086
624 S CORTEZ ST,3670794.212,535809.8282
3232 BANKS ST,3672882.479,535341.0668
324 S LOPEZ ST,3673301.872,535356.4014
3204 BANKS ST,3673014.502,535241.6596
139 S WHITE ST,3674604.48,535197.0735
217 S DUPRÉ ST,3674176.647,535232.201
2923 PALMYRA ST,3674023.182,535221.7011
131 S WHITE ST,3674625.832,535228.4809
2722 CLEVELAND AVE,3674842.219,534859.2026
2761 PALMYRA ST,3674469.192,534863.2704
2911 BANKS ST,3673838.006,534838.4194
426 S SALCEDO ST,3673268.227,534850.3317
525 S LOPEZ ST,3672724.48,534821.7597
316 S DUPRÉ ST,3674080.36,534849.9552
429 S DUPRÉ ST,3673611.871,534497.5113
630 S RENDON ST,3672228.057,534498.5156
2751 BANKS ST,3674321.522,534492.4567
2808 BANKS ST,3674006.907,534487.1414
3311 GRAVIER ST,3671959.726,534479.9674
741 S LOPEZ ST,3672050.652,533995.0857
640 S GAYOSO ST,3673015.1,533988.1537
633 S DUPRÉ ST,3673230.924,533989.2347
3225 PERDIDO ST,3671857.526,533941.3005
3111 PERDIDO ST,3672206.213,533772.9417
723 S GAYOSO ST,3672687.37,533803.1782
3100 CLEVELAND AVE,3673743.543,535696.5566
2930 CANAL ST,3674371.157,535695.2106
520 S GENOIS ST,3671545.723,535736.8497
125 S GAYOSO ST,3674110.042,535701.5012
218 S LOPEZ ST,3673563.632,535696.411
2926 CANAL ST,3674415.893,535661.206
314 S RENDON ST,3673057.911,535664.5078
217 S SALCEDO ST,3673670.442,535659.1764
135 S GAYOSO ST,3674071.587,535649.7653
2912 CANAL ST,3674442.888,535642.5967
3034 CLEVELAND AVE,3673805.092,535643.3156
3309 BANKS ST,3672834.507,535638.8816
515 S CLARK ST,3671773.155,535622.9125
601 S GENOIS ST,3671310.082,535643.0118
731 S SCOTT ST,3669920.382,535565.8507
3028 CLEVELAND AVE,3673832.011,535623.3858
219 S SALCEDO ST,3673647.952,535630.3067
137 S GAYOSO ST,3674049.037,535619.0157
3212 PALMYRA ST,3673237.349,535623.7926
605 S GENOIS ST,3671289.072,535616.056
3119 PALMYRA ST,3673480.649,535584.1975
3024 CLEVELAND AVE,3673858.158,535604.0359
126 S GAYOSO ST,3674247.333,535611.2705
322 S RENDON ST,3673026.364,535618.4297
3208 PALMYRA ST,3673268.352,535599.5362
3020 CLEVELAND AVE,3673884.712,535584.3804
3515 TULANE AVE,3671415.246,535303.7883
209 S DUPRÉ ST,3674262.947,535268.7134
231 S GAYOSO ST,3673850.081,535344.3702
117 S WHITE ST,3674733.322,535360.6333
3317 BAUDIN ST,3672512.073,535287.6097
3228 BANKS ST,3672895.97,535327.6404
315 S SALCEDO ST,3673434.506,535317.9234
220 S GAYOSO ST,3674019.628,535353.8551
309 S SALCEDO ST,3673459.402,535349.7709
2760 CANAL ST,3674864.842,535307.736
3610 TULANE AVE,3670994.057,535309.8907
3226 BANKS ST,3672919.467,535314.5113
134 S GAYOSO ST,3674204.812,535544.3317
600 S GENOIS ST,3671423.868,535559.1262
3324 BANKS ST,3672643.878,535555.3393
3233 BANKS ST,3672974.173,535526.2772
222 S SALCEDO ST,3673769.188,535528.7399
3101 PALMYRA ST,3673609.997,535524.3662
3320 BANKS ST,3672657.366,535547.0224
3229 BANKS ST,3672997.844,535508.3122
604 S GENOIS ST,3671388.236,535544.6089
209 S GAYOSO ST,3673968.057,535497.3813
226 S SALCEDO ST,3673745.773,535501.2863
325 S LOPEZ ST,3673197.851,535443.3189
3312 BANKS ST,3672710.846,535499.9465
608 S GENOIS ST,3671364.48,535512.9353
3221 BANKS ST,3673046.497,535475.1397
3116 PALMYRA ST,3673420.462,535470.9411
2934 CLEVELAND AVE,3674083.973,535433.932
234 S SALCEDO ST,3673705.707,535448.8114
3110 PALMYRA ST,3673466.509,535437.0131
3300 BANKS ST,3672781.9,535449.6895
2808 CANAL ST,3674748.141,535432.2543
3019 PALMYRA ST,3673764.063,535406.5276
225 S GAYOSO ST,3673896.106,535404.8077
3106 PALMYRA ST,3673489.422,535418.3358
312 S LOPEZ ST,3673355.866,535430.3432
2800 CANAL ST,3674800.826,535411.6851
417 S RENDON ST,3672708.144,535366.5573
238 S SALCEDO ST,3673683.572,535419.7863
3100 PALMYRA ST,3673516.592,535399.3307
3205 BANKS ST,3673145.908,535397.5517
124 S DUPRÉ ST,3674506.785,535421.0347
316 S LOPEZ ST,3673338.492,535407.0965
320 S LOPEZ ST,3673288.294,535399.2471
227 S GAYOSO ST,3673872.602,535373.9756
2908 CLEVELAND AVE,3674176.062,535360.0161
3519 TULANE AVE,3671379.388,535316.082
3323 BAUDIN ST,3672483.899,535310.3886
132 S DUPRÉ ST,3674469.583,535372.4492
218 S GAYOSO ST,3674032.158,535369.2853
129 S WHITE ST,3674658.174,535270.2435
226 S GAYOSO ST,3673991.917,535312.7212
3215 BANKS ST,3673095.386,535440.6012
3307 BAUDIN ST,3672619.674,535298.3996
3113 BANKS ST,3673286.937,535279.3662
3604 TULANE AVE,3671062.502,535289.6611
432 S RENDON ST,3672790.167,535267.8411
3301 BAUDIN ST,3672607.087,535217.1743
3214 BANKS ST,3672995.679,535296.3064
215 S DUPRÉ ST,3674197.992,535259.3363
3109 BANKS ST,3673315.677,535256.9307
3012 PALMYRA ST,3673701.326,535245.4063
2929 PALMYRA ST,3673969.787,535252.0262
3210 BANKS ST,3672993.287,535258.04
316 S SALCEDO ST,3673537.801,535267.0229
2927 PALMYRA ST,3673994.847,535230.9268
438 S RENDON ST,3672771.432,535239.0514
3105 BANKS ST,3673345.827,535233.4206
3010 PALMYRA ST,3673728.117,535225.5056
318 S SALCEDO ST,3673519.225,535241.6727
2917 PALMYRA ST,3674050.237,535202.1613
126 S WHITE ST,3674788.747,535224.1941
713 S GENOIS ST,3671042.608,535239.2814
725 S GENOIS ST,3670962.228,535182.8437
421 S LOPEZ ST,3672966.761,535179.8754
3000 PALMYRA ST,3673777.687,535188.691
324 S SALCEDO ST,3673500.242,535217.4011
2828 CLEVELAND AVE,3674404.879,535234.4471
423 S LOPEZ ST,3672945.021,535150.6308
223 S DUPRÉ ST,3674125.432,535166.9255
505 S RENDON ST,3672535.81,535139.4772
132 S WHITE ST,3674760.191,535170.4844
3027 BANKS ST,3673488.681,535113.5193
2816 CLEVELAND AVE,3674452.782,535153.2309
448 S RENDON ST,3672695.561,535173.9231
2938 PALMYRA ST,3673847.872,535147.6113
2812 CLEVELAND AVE,3674481.341,535133.557
511 S RENDON ST,3672510.961,535103.2552
136 S WHITE ST,3674733.502,535131.486
3031 BANKS ST,3673461.377,535133.7313
2936 PALMYRA ST,3673873.297,535128.8264
3100 BANKS ST,3673245.819,535068.4177
2808 CLEVELAND AVE,3674508.431,535120.311
222 S DUPRÉ ST,3674279.021,535127.6699
2743 CLEVELAND AVE,3674816.525,535069.0738
3500 TULANE AVE,3671381.932,535115.756
3401 TULANE AVE,3671783.713,535099.8616
2924 PALMYRA ST,3673901.846,535107.1114
2804 CLEVELAND AVE,3674530.306,535106.3519
2739 CLEVELAND AVE,3674839.5,535052.0894
138 S WHITE ST,3674712.988,535104.4962
739 S GENOIS ST,3670903.477,535100.2266
224 S DUPRÉ ST,3674261.415,535098.4553
500 S RENDON ST,3672623.208,535115.8073
2920 PALMYRA ST,3673932.772,535085.5412
3400 TULANE AVE,3671364.363,534638.9217
724 S GENOIS ST,3671105.369,535096.3979
3615 GRAVIER ST,3670798.302,535073.8261
638 S RENDON ST,3672193.532,534451.8511
627 S LOPEZ ST,3672392.708,534452.4351
508 S GAYOSO ST,3673356.23,534465.6437
2920 BAUDIN ST,3673434.897,534445.1319
3001 TULANE AVE,3673197.322,534432.7558
735 S SALCEDO ST,3672325.191,533881.7366
3009 PERDIDO ST,3672530.572,533640.7762
715 S DUPRÉ ST,3672968.597,533665.1618
732 S GAYOSO ST,3672770.791,533656.4778
3013 BANKS ST,3673557.902,535055.1184
215 S WHITE ST,3674483.683,535025.0672
433 S LOPEZ ST,3672882.192,535065.6659
2916 PALMYRA ST,3673957.342,535066.7814
2821 PALMYRA ST,3674294.394,534975.9749
424 S LOPEZ ST,3673054.657,535020.1218
3222 BAUDIN ST,3672707.539,535030.0172
2906 PALMYRA ST,3674025.392,535016.5563
322 S GAYOSO ST,3673792.632,535018.8586
533 S RENDON ST,3672422.102,534986.6019
240 S DUPRÉ ST,3674207.458,535023.8853
2722 BANKS ST,3674365.342,534186.3361
3115 GRAVIER ST,3672479.695,534188.6577
2754 CLEVELAND AVE,3674668.802,535003.465
307 S DUPRÉ ST,3673998.761,534954.2217
2817 PALMYRA ST,3674317.954,534958.2403
2900 PALMYRA ST,3674053.973,534995.4614
740 S GENOIS ST,3671034.261,534998.4478
753 S GENOIS ST,3670827.771,535000.919
326 S GAYOSO ST,3673772.347,534991.0544
516 S RENDON ST,3672579.158,534994.1298
3640 GRAVIER ST,3670642.572,534902.1418
227 S WHITE ST,3674434.7,534970.8432
309 S DUPRÉ ST,3673984.279,534931.0652
3212 BAUDIN ST,3672760.62,534990.5635
3028 BANKS ST,3673371.003,534971.3317
524 S RENDON ST,3672562.799,534972.3848
2746 CLEVELAND AVE,3674700.086,534973.6143
541 S RENDON ST,3672378.259,534933.7559
3024 BANKS ST,3673396.772,534951.0717
528 S RENDON ST,3672547.988,534951.7845
2927 BANKS ST,3673724.946,534924.4358
216 S WHITE ST,3674584.879,534940.1223
3523 GRAVIER ST,3671074.137,534933.7965
319 S DUPRÉ ST,3673972.437,534915.781
2738 CLEVELAND AVE,3674747.559,534935.1014
414 S SALCEDO ST,3673323.522,534924.401
3020 BANKS ST,3673421.697,534931.4663
750 S GENOIS ST,3670961.407,534940.9216
2923 BANKS ST,3673752.081,534903.1613
3109 BAUDIN ST,3673071.146,534916.8358
2734 CLEVELAND AVE,3674770.879,534917.6273
2920 BANKS ST,3673649.272,534734.1266
2762 PALMYRA ST,3674401.522,534729.4108
2739 PALMYRA ST,3674634.702,534741.4264
321 S WHITE ST,3674235.746,534698.6833
3205 TULANE AVE,3672512.839,534730.0083
2916 BANKS ST,3673673.962,534715.4263
224 JANE PL,3674768.203,534726.251
2825 BANKS ST,3674045.317,534714.9317
219 S BROAD ST,3674921.152,534689.0471
3034 BAUDIN ST,3673092.756,534713.8506
3009 BAUDIN ST,3673335.257,534712.4362
2912 BANKS ST,3673699.883,534695.7868
327 S WHITE ST,3674215.76,534669.7292
2730 CLEVELAND AVE,3674795.488,534899.187
505 S LOPEZ ST,3672798.022,534913.3909
3525 GRAVIER ST,3671011.777,534910.8331
2826 PALMYRA ST,3674185.406,534898.3795
3008 BANKS ST,3673472.267,534891.696
3101 BAUDIN ST,3673118.507,534882.0356
224 S WHITE ST,3674545.762,534888.6112
223 JANE PL,3674652.529,534853.22
422 S SALCEDO ST,3673286.336,534874.5762
2915 BANKS ST,3673807.531,534859.6964
2726 CLEVELAND AVE,3674820.178,534880.6818
312 S DUPRÉ ST,3674094.834,534872.7135
3004 BANKS ST,3673495.262,534873.6112
2759 PALMYRA ST,3674489.432,534848.3705
2718 CLEVELAND AVE,3674864.803,534842.2821
415 S GAYOSO ST,3673437.472,534835.5712
2907 BANKS ST,3673867.002,534815.8546
2757 PALMYRA ST,3674509.507,534833.5953
2716 CLEVELAND AVE,3674888.279,534826.019
320 S DUPRÉ ST,3674061.88,534825.7094
2755 PALMYRA ST,3674530.707,534817.9863
3031 BAUDIN ST,3673205.947,534811.0814
2901 BANKS ST,3673896.915,534794.0834
301 S WHITE ST,3674313.055,534803.116
