ADDRESS_LA,X,Y
3832 BIENVILLE AVE,3672274.977,538304.8466
3902 BIENVILLE AVE,3672157.163,538389.7344
3918 BIENVILLE AVE,3672052.193,538465.917
3922 BIENVILLE AVE,3672022.901,538486.086
3926 BIENVILLE AVE,3671997.912,538506.9291
2810 CONTI ST,3675469.465,536417.6239
3905 IBERVILLE ST,3672038.487,538242.6145
4003 IBERVILLE ST,3671746.788,538481.8123
4011 IBERVILLE ST,3671684.189,538531.6797
3207 LAFITTE AVE,3674772.13,537531.0743
3103 BIENVILLE AVE,3674582.291,536815.1563
619 N ROCHEBLAVE ST,3677284.93,536074.1805
3030 BIENVILLE AVE,3674577.866,536616.412
743 S GENOIS ST,3670884.467,535072.3137
717 S DUPRÉ ST,3672968.597,533665.1618
2720 CLEVELAND AVE,3674864.803,534842.2821
3027 GRAVIER ST,3672714.118,534071.8728
728 S LOPEZ ST,3672246.528,533997.9888
626 S GAYOSO ST,3673085.3,534093.5283
222 S CLARK ST,3672543.445,536506.1744
430 S GALVEZ ST,3676113.01,532515.5656
320 S D'ORGENOIS ST,3675295.872,533918.7464
319 S ROCHEBLAVE ST,3675458.122,533804.7153
333 S JEFFERSON DAVIS PRKWY,3672412.391,536024.642
3535 PALMYRA ST,3672178.786,536572.8832
1906 CONTI ST,3678422.323,534151.3739
2527 SAINT PETER ST,3677328.492,536425.9683
519 S RENDON ST,3672491.33,535074.2006
439 S RENDON ST,3672666.267,535310.9053
4003 BANKS ST,3670757.411,537180.8003
671 S DUPRÉ ST,3673120.167,533842.5011
535 S CORTEZ ST,3670870.332,536134.326
2510 CLEVELAND AVE,3675756.966,534168.5688
1907 CLEVELAND AVE,3677552.247,533002.4654
345 S JEFFERSON DAVIS PRKWY,3672367.335,535935.1593
431 S JEFFERSON DAVIS PRKWY,3672184.724,535633.1668
334 N JEFFERSON DAVIS PRKWY,3674014.527,537502.3498
2610 BIENVILLE AVE,3676135.851,535405.7817
2416 SAINT LOUIS ST,3677179.142,535539.8747
135 N CORTEZ ST,3672276.366,537932.6742
120 S GENOIS ST,3672490.024,536973.16
2408 OAK PL,3677126.368,535388.0283
3738 ORLEANS AVE,3673457.744,539396.1789
628 HAGAN ST,3674566.043,538278.9218
421 S PIERCE ST,3670596.539,536951.0054
2417 OAK PL,3677104.463,535457.7283
3322 CANAL ST,3673337.845,536487.8768
322 S TELEMACHUS ST,3671778.946,536568.6583
2638 CLEVELAND AVE,3675247.942,534604.8285
742 S GENOIS ST,3670999.481,534995.9207
701 N GAYOSO ST,3675658.843,537660.7222
2434 SAINT LOUIS ST,3677067.621,535622.0214
1810 IBERVILLE ST,3678237.817,533394.5595
2715 LAFITTE AVE,3676206.508,536571.0631
4016 D'HEMECOURT ST,3670047.914,536569.6114
711 N BROAD ST,3676637.679,537002.4316
716 S LOPEZ ST,3672276.973,534072.9923
3721 IBERVILLE ST,3672494.984,537915.0499
512 S D'ORGENOIS ST,3674810.482,533371.0868
205 S DUPRÉ ST,3674278.601,535288.1613
606 HAGAN ST,3674466.568,538153.6531
319 N LOPEZ ST,3674421.54,537042.1166
2609 IBERVILLE ST,3676020.083,535185.9671
439 S JEFFERSON DAVIS PRKWY,3672146.254,535583.1542
115 N GENOIS ST,3672686.276,537394.125
529 S TELEMACHUS ST,3671137.951,535931.2514
711 S SALCEDO ST,3675411.23,537926.5546
2822 SAINT LOUIS ST,3675564.814,536637.9835
749 S GENOIS ST,3670873.367,535008.1451
2922 ORLEANS AVE,3675939.767,537534.949
2424 SAINT LOUIS ST,3677128.574,535577.0949
618 N LOPEZ ST,3675055.951,537707.9703
712 N DUPRÉ ST,3676046.923,537479.685
540 S GENOIS ST,3671459.501,535627.7518
3624 BAUDIN ST,3671446.682,536014.2319
4007 IBERVILLE ST,3671703.836,538513.9669
3624 IBERVILLE ST,3672675.24,537623.6562
2419 OAK PL,3677086.539,535474.6554
632 HAGAN ST,3674589.273,538314.6595
421 N TONTI ST,3677209.013,535379.0663
3734 BANKS ST,3671338.906,536548.2605
3930 PALMYRA ST,3671059.703,537247.4217
212 N CLARK ST,3673252.564,537402.1031
2414 SAINT LOUIS ST,3677190.094,535530.9126
2632 CLEVELAND AVE,3675299.728,534554.8861
3832 ORLEANS AVE,3673234.023,539583.0637
2432 SAINT LOUIS ST,3677080.067,535612.5615
3804 PALMYRA ST,3671537.258,536965.5612
608 HAGAN ST,3674477.418,538167.9768
3806 ORLEANS AVE,3673397.951,539454.8221
2904 GRAVIER ST,3673067.022,533750.2432
119 S SCOTT ST,3671572.402,537653.9305
600 HAGAN ST,3674437.922,538117.6291
614 N LOPEZ ST,3675101.023,537789.1553
2750 ORLEANS AVE,3676395.157,537232.5074
3937 BANKS ST,3670856.227,537107.0299
305 S ROCHEBLAVE ST,3675604.61,533880.7954
750 S RENDON ST,3671755.556,533971.5104
3434 PALMYRA ST,3672454.487,536260.5991
417 S CLARK ST,3671990.372,535919.1775
736 S JEFFERSON DAVIS PRKWY,3671830.22,534659.4245
2320 SAINT LOUIS ST,3677431.869,535341.0266
2405 IBERVILLE ST,3676654.925,534709.1451
428 S SCOTT ST,3670918.497,536600.6509
3619 CLEVELAND AVE,3672313.281,537068.5568
616 HAGAN ST,3674516.903,538223.9744
217 N TELEMACHUS ST,3672640.708,537906.7224
4031 D'HEMECOURT ST,3670032.669,536731.5935
3727 CLEVELAND AVE,3671932.521,537230.8867
3213 IBERVILLE ST,3674076.426,536704.5742
2205 BIENVILLE AVE,3677397.244,534604.9602
305 S MIRO ST,3676166.191,533459.3699
2535 GRAVIER ST,3674681.824,533071.8985
2500 GRAVIER ST,3674837.673,532845.9849
2428 SAINT LOUIS ST,3677104.96,535593.146
433 S SCOTT ST,3670813.038,536665.9801
2431 CONTI ST,3676954.109,535400.4749
2611 TOULOUSE ST,3676822.666,536341.591
2500 ORLEANS AVE,3677504.677,536373.7649
2420 SAINT LOUIS ST,3677153.747,535558.9006
652 S RENDON ST,3672035.756,534400.1985
226 S WHITE ST,3674543.075,534886.0111
3806 BIENVILLE AVE,3672462.526,538206.2132
322 N ROMAN ST,3678485.125,533995.4863
3700 BAUDIN ST,3671283.814,536142.403
2232 IBERVILLE ST,3676966.247,534364.1688
511 S GAYOSO ST,3673263.968,534524.9493
2934 BANKS ST,3673589.664,534812.0808
736 S GENOIS ST,3671043.235,535031.952
3216 BANKS ST,3672957.808,535292.2862
2028 IBERVILLE ST,3677563.075,533911.2948
636 HAGAN ST,3674612.055,538345.0376
224 N PIERCE ST,3671899.181,538556.2429
405 S SCOTT ST,3670939.03,536819.9705
3234 BANKS ST,3672860.498,535367.4513
426 N ROCHEBLAVE ST,3676987.466,535564.7684
1911 IBERVILLE ST,3678009.281,533688.0936
213 N MIRO ST,3676977.028,534506.6394
2431 BIENVILLE AVE,3676708.761,535149.1393
3016 ORLEANS AVE,3675608.937,537785.7802
305 N DERBIGNY ST,3678603.913,533747.5341
3634 CLEVELAND AVE,3672123.095,536971.6393
3125 TOULOUSE ST,3675036.344,537694.0526
622 HAGAN ST,3674545.493,538254.7995
2228 IBERVILLE ST,3676988.58,534347.2269
3050 ORLEANS AVE,3675415.326,537934.9466
604 HAGAN ST,3674457.936,538143.1175
3912 BIENVILLE AVE,3672083.591,538457.8413
2419 CONTI ST,3677006.882,535360.1477
3206 ORLEANS AVE,3674908.427,538341.74
3925 BANKS ST,3670915.698,537085.0204
324 N D'ORGENOIS ST,3676474.151,535544.1746
441 S JEFFERSON DAVIS PRKWY,3672138.56,535574.6051
302 S CLARK ST,3672399.095,536289.4335
214 N CLARK ST,3673261.468,537411.0061
3622 IBERVILLE ST,3672686.275,537614.0921
122 S GENOIS ST,3672481.15,536961.3277
320 S TELEMACHUS ST,3671795.21,536586.5499
431 S SCOTT ST,3670825.17,536683.713
201 N TELEMACHUS ST,3672619.891,537815.124
3717 IBERVILLE ST,3672526.905,537895.62
1818 IBERVILLE ST,3678185.711,533435.4989
4018 D'HEMECOURT ST,3670041.177,536574.5892
2636 CLEVELAND AVE,3675263.537,534593.8542
2648 CLEVELAND AVE,3675216.753,534629.6645
2623 CANAL ST,3675667.16,534995.5967
205 N ROMAN ST,3678085.216,533664.1406
2505 BIENVILLE AVE,3676604.447,535222.1706
2543 BIENVILLE AVE,3676358.925,535411.3119
2503 BIENVILLE AVE,3676617.505,535213.1574
2339 BIENVILLE AVE,3676961.283,534949.9345
2233 BIENVILLE AVE,3677233.712,534735.9393
2103 BIENVILLE AVE,3677732.653,534364.0654
2129 BIENVILLE AVE,3677564.71,534488.9114
1936 BIENVILLE AVE,3678018.329,533981.2684
1803 BIENVILLE AVE,3678564.563,533721.5273
1837 BIENVILLE AVE,3678366.263,533880.017
1838 BIENVILLE AVE,3678269.804,533774.7847
2633 CONTI ST,3676295.364,535906.8006
2635 CONTI ST,3676283.516,535916.2785
748 S RENDON ST,3671763.106,533980.7386
2008 POYDRAS ST,3676041.59,531098.8529
603 S GALVEZ ST,3675257.919,531971.5681
734 S GENOIS ST,3671053.529,535045.4654
738 S GENOIS ST,3671033.583,535021.6584
744 S GENOIS ST,3670989.186,534986.2689
748 S GENOIS ST,3670969.883,534961.1742
2828 CANAL ST,3674637.353,535517.7479
325 S BROAD ST,3674689.632,534345.4114
1960 LAFAYETTE ST,3676025.183,530690.1058
2001 LAFAYETTE ST,3675972.74,530858.2157
2421 JULIA ST,3674176.925,531710.8141
2201 SAINT LOUIS ST,3677845.986,535145.5341
525 N GALVEZ ST,3677948.81,535305.1093
633 N ROCHEBLAVE ST,3677347.715,536162.4029
2537 LAFITTE AVE,3676963.27,536106.3569
2551 LAFITTE AVE,3676885.277,536152.8668
601 N BROAD ST,3676294.974,536509.8571
615 N BROAD ST,3676344.67,536575.7502
501 N BROAD ST,3676145.219,536330.0224
2821 SAINT PETER ST,3676083.581,537363.1043
2920 ORLEANS AVE,3675867.295,537603.0817
645 N DUPRÉ ST,3675752.608,537332.5257
3032 SAINT PETER ST,3675404.163,537754.798
3610 TOULOUSE ST,3673587.234,538656.9862
3800 ORLEANS AVE,3673411.658,539405.3869
640 N SCOTT ST,3673124.254,539516.7511
531 S CLAIBORNE AVE,3676931,531116.4296
516 S ROMAN ST,3677000.9,531658.6373
633 S ROMAN ST,3676752.36,531058.7792
841 S DUPRÉ ST,3672607.496,533108.5516
3000 PERDIDO ST,3672369.804,533559.0785
1732 TULANE AVE,3677406.142,532053.3368
1710 TULANE AVE,3677504.297,532004.1116
1937 GRAVIER ST,3676646.284,532091.4871
410 S D'ORGENOIS ST,3675027.495,533657.1217
2652 CANAL ST,3675371.52,534918.7087
122 S BROAD ST,3675296.184,534829.0538
2645 CLEVELAND AVE,3675301.065,534715.2516
2616 CANAL ST,3675623.587,534774.0613
2720 CANAL ST,3675094.155,535138.5406
127 S WHITE ST,3674643.722,535321.3006
2806 CANAL ST,3674762.383,535409.7322
501 S WHITE ST,3673765.03,534163.661
641 S WHITE ST,3673480.535,533706.9186
2809 GRAVIER ST,3673441.89,533726.8472
2819 GRAVIER ST,3673377.447,533759.9996
2825 GRAVIER ST,3673338.688,533779.3865
2829 GRAVIER ST,3673313.229,533792.8416
634 S DUPRÉ ST,3673394.608,533901.8682
627 S WHITE ST,3673542.252,533861.0554
631 S WHITE ST,3673523.612,533836.311
639 S WHITE ST,3673486.786,533786.665
211 S LOPEZ ST,3673360.466,535848.6564
542 S RENDON ST,3672414.071,534792.2408
3410 CANAL ST,3672959.863,536758.4512
3633 BANKS ST,3671684.606,536480.4432
235 S TELEMACHUS ST,3671820.315,536858.0306
3732 CANAL ST,3672033.95,537481.9963
118 S CORTEZ ST,3671998.761,537345.4776
3940 TULANE AVE,3669954.303,535852.6673
3939 TULANE AVE,3670043.861,535994.9286
4700 S CARROLLTON AVE,3670961.734,537965.0355
4017 TULANE AVE,3669809.988,536132.5617
1729 CONTI ST,3678902.052,533982.518
413 N CLAIBORNE AVE,3679066.715,533898.3806
200 N DERBIGNY ST,3678412.287,533382.7866
1725 IBERVILLE ST,3678454.204,533344.4714
220 N DERBIGNY ST,3678496.334,533485.1158
106 N DERBIGNY ST,3678279.535,533191.7269
141 N CLAIBORNE AVE,3678506.679,533180.8702
1922 SAINT LOUIS ST,3678511.921,534506.1202
422 N PRIEUR ST,3678378.733,534490.8877
323 N ROCHEBLAVE ST,3676721.362,535337.2549
430 N BROAD ST,3676219.941,536128.815
424 N BROAD ST,3676178.843,536097.1447
422 N BROAD ST,3676183.304,536101.6062
2724 SAINT LOUIS ST,3675958.765,536367.3127
2712 SAINT LOUIS ST,3676017.815,536344.0692
407 N BROAD ST,3676013.34,536198.2883
2741 CONTI ST,3675758.55,536306.4036
2728 IBERVILLE ST,3675354.782,535601.4157
2722 IBERVILLE ST,3675408.279,535562.8667
2719 CANAL ST,3675233.625,535329.2078
2729 CANAL ST,3675168.536,535376.5654
2824 SAINT LOUIS ST,3675538.836,536656.3841
325 N GAYOSO ST,3674948.376,536722.6409
3915 CANAL ST,3671724.877,537997.8528
3939 CANAL ST,3671644.721,538047.3762
3929 CANAL ST,3671671.78,538021.8489
126 N PIERCE ST,3671687.257,538261.859
3940 IBERVILLE ST,3671801.804,538295.8989
225 S BROAD ST,3674868.995,534627.1214
1001 S CLAIBORNE AVE,3676277.614,530179.8723
709 S DERBIGNY ST,3676182.866,530585.6666
1970 LAFAYETTE ST,3676143.958,530618.9437
1951 CYPRESS ST,3676139.429,530529.2404
2010 LAFAYETTE ST,3675895.452,530770.12
2011 LAFAYETTE ST,3675929.777,530873.5946
2047 LAFAYETTE ST,3675554.815,531191.5804
831 S TONTI ST,3674335.138,531653.436
2638 POYDRAS ST,3673630.451,532256.9633
631 S ROMAN ST,3676729.142,531106.5498
1940 PERDIDO ST,3676660.268,531355.5642
500 S ROMAN ST,3676805.521,531652.1679
508 S PRIEUR ST,3676344.47,531816.5516
2324 PERDIDO ST,3675098.092,532169.3257
2404 GRAVIER ST,3675110.976,532700.0247
824 S DUPRÉ ST,3672811.764,533147.9036
1716 TULANE AVE,3677445.33,532031.2198
1724 TULANE AVE,3677424.514,532043.7994
418 S DERBIGNY ST,3677428.972,531829.2821
1810 TULANE AVE,3677195.067,532004.6074
2002 TULANE AVE,3676459.315,532185.0069
2035 GRAVIER ST,3676425.444,532326.9431
2537 TULANE AVE,3674933.819,533510.8002
2541 CLEVELAND AVE,3675631.575,534415.7959
126 S BROAD ST,3675271.902,534809.7531
2649 CLEVELAND AVE,3675268.101,534725.4976
2646 CANAL ST,3675397.046,534903.767
2633 BANKS ST,3674863.768,534133.4302
2731 CLEVELAND AVE,3674916.846,535047.1583
2716 CANAL ST,3675103.176,535131.0188
123 S WHITE ST,3674661.909,535345.0395
2813 GRAVIER ST,3673415.976,533739.9283
2833 GRAVIER ST,3673274.699,533812.8145
630 S DUPRÉ ST,3673413.136,533926.6381
620 S DUPRÉ ST,3673450.188,533976.2652
623 S WHITE ST,3673560.779,533885.8663
635 S WHITE ST,3673505.086,533811.5661
638 S DUPRÉ ST,3673376.195,533877.0495
3008 CANAL ST,3674177.834,535848.9685
3220 CANAL ST,3673677.597,536197.5058
3219 TULANE AVE,3672479.825,534746.451
3402 CANAL ST,3673017.942,536714.3761
3406 CANAL ST,3672990.437,536735.3016
3432 CANAL ST,3672825.744,536856.0478
3512 TULANE AVE,3671307.826,535152.8614
3521 TULANE AVE,3671354.799,535364.2348
530 S GENOIS ST,3671506.131,535673.9422
527 S CLARK ST,3671730.01,535563.5606
3808 CANAL ST,3671919.686,537576.4282
3927 ULLOA ST,3670134.067,536004.3992
4034 PALMYRA ST,3670686.436,537580.1035
4430 S CARROLLTON AVE,3670329.106,537284.7309
4052 ULLOA ST,3669677.658,536391.2349
1714 SAINT LOUIS ST,3679039.357,534115.6932
1715 CANAL ST,3678329.605,533012.0947
127 N CLAIBORNE AVE,3678469.963,533135.8949
1820 IBERVILLE ST,3678155.652,533448.2692
1908 CONTI ST,3678402.763,534175.1661
115 N ROMAN ST,3677865.557,533461.6902
2026 IBERVILLE ST,3677590.103,533897.6379
122 N JOHNSON ST,3677451.123,533832.2005
2034 SAINT LOUIS ST,3678155.618,534790.8854
2012 SAINT LOUIS ST,3678299.564,534686.6386
2022 SAINT LOUIS ST,3678179.302,534637.5147
2211 CANAL ST,3676870.56,534143.8719
2207 CONTI ST,3677615.034,534898.3212
2334 IBERVILLE ST,3676699.472,534553.9486
218 N D'ORGENOIS ST,3676197.719,535218.045
2617 IBERVILLE ST,3675961.246,535235.57
2728 SAINT LOUIS ST,3675934.884,536398.8932
2720 SAINT LOUIS ST,3675984.521,536356.6328
2840 SAINT LOUIS ST,3675480.387,536747.8467
2901 CANAL ST,3674613.608,535882.7591
3019 CANAL ST,3674377.003,536183.2485
122 N LOPEZ ST,3674069.483,536397.448
3104 IBERVILLE ST,3674252.506,536418.9895
3214 IBERVILLE ST,3674002.073,536629.7503
3226 CONTI ST,3674375.252,537265.1296
125 N GENOIS ST,3672751.323,537469.7515
224 N TELEMACHUS ST,3672784.888,537890.8435
3827 IBERVILLE ST,3672173.509,538106.8573
609 N ROCHEBLAVE ST,3677230.264,535997.3225
2533 LAFITTE AVE,3676990.46,536097.0549
2545 LAFITTE AVE,3676911.035,536138.5562
2541 LAFITTE AVE,3676936.079,536120.667
2513 LAFITTE AVE,3677090.324,536045.7755
2603 SAINT PETER ST,3677081.335,536585.7699
2917 SAINT PETER ST,3675827.432,537544.1087
2909 SAINT PETER ST,3675874.199,537503.4825
647 N DUPRÉ ST,3675767.396,537350.3525
3024 SAINT PETER ST,3675455.182,537721.2569
707 N RENDON ST,3674900.568,538265.4175
3220 SAINT PETER ST,3674628.399,538148.2056
3600 ORLEANS AVE,3673843.441,538731.5567
3540 TOULOUSE ST,3673726.644,538555.0827
615 N PIERCE ST,3672611,539620.6789
3710 PALMYRA ST,3671749.662,536795.03
4338 S CARROLLTON AVE,3670059.665,537044.4644
533 BOLIVAR ST,3676595.701,531654.0216
1901 PERDIDO ST,3676746.576,531464.2738
3104 BIENVILLE AVE,3674437.054,536649.3676
1803 GRAVIER ST,3677156.525,531871.2739
326 N ROMAN ST,3678486.261,534061.3843
132 N JEFFERSON DAVIS PRKWY,3673537.821,536919.2465
210 N CARROLLTON AVE,3671566.487,538669.4366
2222 POYDRAS ST,3674729.46,531731.3972
838 S GENOIS ST,3670772.263,534662.3399
2932 TULANE AVE,3673180.683,534248.9672
2814 TOULOUSE ST,3675806.046,536977.1048
2608 BIENVILLE AVE,3676147.751,535398.3387
2501 TULANE AVE,3675213.522,533361.9681
2907 TULANE AVE,3673449.345,534251.1133
2915 TULANE AVE,3673397.382,534281.9072
2819 SAINT PETER ST,3676098.499,537356.1522
2823 SAINT PETER ST,3676074.517,537372.1676
2326 TULANE AVE,3675599.661,533016.8798
2903 TULANE AVE,3673460.891,534245.3403
2909 TULANE AVE,3673430.184,534266.3552
2018 SAINT LOUIS ST,3678267.272,534708.1658
2604 SAINT PETER ST,3677015.983,536536.4848
701 N GALVEZ ST,3678204.221,535599.9004
201 N GENOIS ST,3672879.788,537617.1298
203 N GENOIS ST,3672898.017,537639.5251
3511 TULANE AVE,3671439.835,535281.2486
601 S CLARK ST,3671597.611,535393.9456
603 S CLARK ST,3671544.336,535321.2055
213 N JEFFERSON DAVIS PRKWY,3673420.644,537273.4305
128 N JEFFERSON DAVIS PRKWY,3673519.623,536892.6537
137 N CORTEZ ST,3672284.727,537941.9634
3201 CONTI ST,3674574.094,537219.3619
3209 CONTI ST,3674522.244,537261.9045
3213 CONTI ST,3674491.002,537284.5054
1901 SAINT LOUIS ST,3678703.571,534488.2708
727 S BROAD ST,3673650.613,533031.1559
715 S BROAD ST,3673686.682,533379.4135
3129 SAINT PETER ST,3675011.169,538139.3031
3303 BAUDIN ST,3672596.895,535225.8657
631 S CLARK ST,3671516.908,535282.2037
633 S CLARK ST,3671507.34,535268.3467
429 S CLARK ST,3671922.695,535832.0763
419 S CLARK ST,3671981.598,535907.8984
3431 BAUDIN ST,3671957.731,535707.426
433 S JEFFERSON DAVIS PRKWY,3672176.603,535621.1971
3320 D'HEMECOURT ST,3672200.54,534960.9294
130 S CORTEZ ST,3671912.734,537291.0153
400 S JEFFERSON DAVIS PRKWY,3672538.121,535562.3365
3328 BANKS ST,3672588.956,535545.5825
3302 S RENDON ST,3672773.234,535454.8875
2903 CONTI ST,3675300.71,536648.2656
2764 BIENVILLE AVE,3675345.34,536017.596
403 N TONTI ST,3677121.887,535277.0053
407 N TONTI ST,3677142.798,535303.8892
2413 CONTI ST,3677057.167,535322.8078
2433 CONTI ST,3676942.659,535408.9378
2417 CONTI ST,3677016.839,535352.1815
2410 OAK PL,3677116.411,535394.9984
2410 SAINT LOUIS ST,3677213.992,535512.9903
2418 SAINT LOUIS ST,3677169.682,535546.8444
2422 SAINT LOUIS ST,3677143.528,535567.3746
2426 SAINT LOUIS ST,3677117.857,535584.3226
2438 SAINT LOUIS ST,3677042.728,535640.4425
2430 SAINT LOUIS ST,3677092.016,535603.6003
424 N ROCHEBLAVE ST,3676978.504,535555.3085
423 N TONTI ST,3677215.983,535389.0236
427 N TONTI ST,3677233.906,535411.4272
2411 OAK PL,3677147.278,535424.87
2413 OAK PL,3677135.33,535433.3333
2415 OAK PL,3677114.917,535449.7629
214 N ROCHEBLAVE ST,3676481.762,534903.1412
217 N ROCHEBLAVE ST,3676438.609,535003.6183
2515 BIENVILLE AVE,3676540.374,535265.761
325 N ROCHEBLAVE ST,3676731.667,535348.8481
704 N RENDON ST,3674962.279,538207.745
1915 IBERVILLE ST,3677996.135,533698.2063
3927 BAUDIN ST,3670668.096,536718.9364
137 N RENDON ST,3673774.279,536771.837
139 N RENDON ST,3673783.642,536782.642
3026 BIENVILLE AVE,3674600.977,536591.6471
100 S CORTEZ ST,3672012.102,537460.9781
2651 POYDRAS ST,3673793.038,532622.132
2926 PERDIDO ST,3672593.106,533377.0021
2761 GRAVIER ST,3673602.707,533642.0996
602 N CORTEZ ST,3673248.822,539062.4968
3212 IBERVILLE ST,3674013.321,536621.6269
3230 IBERVILLE ST,3673882.721,536708.4849
430 N JOHNSON ST,3678161.421,534752.7658
2014 SAINT LOUIS ST,3678290.537,534692.1939
3910 BIENVILLE AVE,3672111.079,538451.7254
2650 CANAL ST,3675384.027,534913.7227
659 S D'ORGENOIS ST,3674326.683,532845.0789
557 S D'ORGENOIS ST,3674567.158,533182.1755
218 N ROMAN ST,3678213.939,533682.2
850 S WHITE ST,3672989.88,532916.4879
2735 POYDRAS ST,3673076.143,532868.8715
3638 CLEVELAND AVE,3672104.594,536987.3455
3239 SAINT PETER ST,3674665.097,538412.8475
3215 SAINT PETER ST,3674812.53,538296.7277
3219 SAINT PETER ST,3674796.221,538308.4698
3221 SAINT PETER ST,3674774.04,538324.7797
3217 SAINT PETER ST,3674800.788,538304.5562
3226 SAINT PETER ST,3674691.844,538276.5051
3228 SAINT PETER ST,3674683.364,538282.3749
3235 SAINT PETER ST,3674685.973,538388.0571
3233 SAINT PETER ST,3674696.411,538382.1865
3231 SAINT PETER ST,3674710.763,538369.7915
3225 SAINT PETER ST,3674744.686,538346.9593
703 SAINT PETER ST,3674886.899,538243.2338
705 N RENDON ST,3674896.032,538261.5002
3135 SAINT PETER ST,3674975.226,538166.728
3119 SAINT PETER ST,3675075.847,538091.1454
3115 SAINT PETER ST,3675103.246,538074.138
3109 SAINT PETER ST,3675126.866,538053.3527
3105 SAINT PETER ST,3675151.903,538035.8744
3044 SAINT PETER ST,3675285.591,537830.8539
3042 SAINT PETER ST,3675308.739,537823.7681
3034 SAINT PETER ST,3675398.495,537759.9941
3030 SAINT PETER ST,3675421.169,537740.1536
3026 SAINT PETER ST,3675446.679,537723.147
3016 SAINT PETER ST,3675502.894,537677.3249
3012 SAINT PETER ST,3675530.293,537660.3182
3010 SAINT PETER ST,3675546.827,537648.9809
3006 SAINT PETER ST,3675573.282,537628.6676
3033 SAINT PETER ST,3675470.771,537810.541
3011 SAINT PETER ST,3675598.318,537713.6986
2900 SAINT PETER ST,3675873.253,537398.6099
2906 SAINT PETER ST,3675840.659,537423.1751
2910 SAINT PETER ST,3675816.094,537442.5431
2914 SAINT PETER ST,3675787.277,537459.5485
2926 SAINT PETER ST,3675716.891,537515.7639
2911 SAINT PETER ST,3675869.003,537508.2057
2919 SAINT PETER ST,3675820.345,537548.8318
2900 ORLEANS AVE,3675976.709,537542.2189
2645 SAINT PETER ST,3676831.276,536790.1625
2623 SAINT PETER ST,3676966.855,536683.8729
2619 SAINT PETER ST,3676991.891,536665.449
2613 SAINT PETER ST,3677013.622,536642.7735
3512 SAINT PETER ST,3677324.459,536319.1817
655 N ROCHEBLAVE ST,3677388.232,536232.2601
648 N D'ORGENOIS ST,3677197.383,536576.6381
3108 TOULOUSE ST,3675076.014,537557.9583
3901 CANAL ST,3671809.628,537925.8664
3937 CANAL ST,3671577.329,538091.2832
2200 LAFITTE AVE,3677930.138,535372.5694
619 S PIERCE ST,3670109.28,536363.8986
302 S CORTEZ ST,3671618.955,536869.4525
343 JANE ALY,3674425.041,534455.4112
609 HAGAN ST,3674476.08,538279.9697
318 N RENDON ST,3674226.368,537206.7328
334 S D'ORGENOIS ST,3675197.106,533884.0065
336 S D'ORGENOIS ST,3675189.74,533874.1866
3115 CONTI ST,3674697.2,537130.5867
3119 CONTI ST,3674670.708,537151.4819
321 N SALCEDO ST,3674671.33,536926.1207
333 CONTI ST,3674724.516,537002.535
330 N LOPEZ ST,3674555.193,537053.3661
334 N LOPEZ ST,3674571.015,537078.9493
338 CONTI ST,3674590.876,537103.5235
201 S DUPRÉ ST,3674300.895,535318.5201
2310 PERDIDO ST,3674983.93,532212.1217
2212 MAGIC ST,3677997.521,535648.4083
2210 MAGIC ST,3678014.695,535636.9594
2208 MAGIC ST,3678033.299,535621.6945
2206 MAGIC ST,3678053.812,535607.3823
2204 MAGIC ST,3678072.893,535593.0709
2202 MAGIC ST,3678092.452,535577.3291
601 N GALVEZ ST,3678066.692,535420.8591
613 N GALVEZ ST,3678133.478,535506.2498
2401 LAFITTE AVE,3677473.388,535763.098
2403 LAFITTE AVE,3677441.396,535782.674
2405 LAFITTE AVE,3677428.027,535789.3582
2407 LAFITTE AVE,3677412.271,535800.8186
2409 LAFITTE AVE,3677402.243,535809.8901
2411 LAFITTE AVE,3677384.1,535821.827
2413 LAFITTE AVE,3677373.594,535830.422
2415 LAFITTE AVE,3677351.631,535835.6742
2417 LAFITTE AVE,3677334.441,535849.0432
2419 LAFITTE AVE,3677324.892,535858.1163
600 N ROCHEBLAVE ST,3677281.919,535926.3958
604 N ROCHEBLAVE ST,3677311.523,535966.504
606 N ROCHEBLAVE ST,3677322.504,535984.17
610 N ROCHEBLAVE ST,3677349.721,536022.3688
614 N ROCHEBLAVE ST,3677383.622,536069.1621
2418 MAGIC ST,3677462.883,536045.287
2416 MAGIC ST,3677474.343,536037.1702
2414 MAGIC ST,3677491.532,536025.2338
2412 MAGIC ST,3677502.992,536016.1618
2410 MAGIC ST,3677519.226,536003.269
2408 MAGIC ST,3677529.731,535995.6304
2406 MAGIC ST,3677546.92,535984.1708
2404 MAGIC ST,3677564.587,535968.4138
2402 MAGIC ST,3677576.046,535960.774
2400 MAGIC ST,3677602.785,535939.7644
605 N TONTI ST,3677534.983,535822.7821
609 N TONTI ST,3677564.109,535863.8455
1805 BIENVILLE AVE,3678555.188,533728.1247
423 N MIRO ST,3677472.446,535200.1284
621 N ROCHEBLAVE ST,3677290.884,536079.5927
2821 BIENVILLE AVE,3675230.413,536300.1828
2821 BAUDIN ST,3673760.951,534365.244
403 S TELEMACHUS ST,3671516.284,536421.177
3036 BIENVILLE AVE,3674542.421,536633.4839
521 S GALVEZ ST,3675673.26,532284.9546
